,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
796,1,1,female,0.9019607843137255,0,0,0.42244278191960805,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,0.5490196078431372,0,0,0.14146974870966061,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,0.5294117647058824,0,0,0.11777931286168605,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.5294117647058824,1,1,0.3934557635159794,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,0.5490196078431372,1,1,0.42766930816954285,S,Second,woman,False,Southampton,yes,False,2
804,1,3,male,0.47058823529411764,0,0,0.11363784474219281,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.5490196078431372,0,0,0.1266715760387884,S,Third,man,True,Southampton,no,True,0
806,0,1,male,0.7058823529411764,0,0,0.0,S,First,man,True,Southampton,no,True,0
807,0,3,female,0.2941176470588235,0,0,0.1266715760387884,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,0.5882352941176471,1,0,0.8651139148115323,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,0.4509803921568627,0,0,0.12850444450237217,S,Third,man,True,Southampton,no,True,0
811,0,3,male,0.7058823529411764,0,0,0.3934557635159794,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.6274509803921569,0,0,0.17106772326781713,S,Second,man,True,Southampton,no,True,0
813,0,3,female,0.058823529411764705,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
814,0,3,male,0.5392156862745098,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
816,0,3,female,0.39215686274509803,0,0,0.12911540065690008,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.5490196078431372,1,1,0.6028784995568531,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,0.7843137254901961,0,0,0.10508445857880196,S,Third,man,True,Southampton,no,True,0
819,0,3,male,0.13725490196078433,3,2,0.45455137896877124,S,Third,child,False,Southampton,no,False,5
821,1,3,male,0.47058823529411764,0,0,0.14113087169594912,S,Third,man,True,Southampton,yes,True,0
822,0,1,male,0.6862745098039216,0,0,0.0,S,First,man,True,Southampton,no,True,0
823,1,3,female,0.47058823529411764,0,1,0.20324474740628748,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,0.5235121107266435,0,0,0.1132305406391742,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,0.5235121107266435,0,0,0.9204388457327565,S,Third,man,True,Southampton,no,True,0
828,1,3,male,0.5235121107266435,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,0.23529411764705882,1,0,0.23549019863406498,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,0.39215686274509803,0,0,0.12796191543715135,S,Third,man,True,Southampton,no,True,0
834,0,3,male,0.2941176470588235,0,0,0.13522496220217928,S,Third,man,True,Southampton,no,True,0
836,0,3,male,0.3529411764705882,0,0,0.14113087169594912,S,Third,man,True,Southampton,no,True,0
839,1,1,male,0.5235121107266435,0,0,0.4838772743861113,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,0.3333333333333333,0,0,0.12911540065690008,S,Third,man,True,Southampton,no,True,0
841,0,2,male,0.2549019607843137,0,0,0.17106772326781713,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.5294117647058824,0,0,0.5050570877430791,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.6176470588235294,0,0,0.10488080652729265,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,0.7647058823529411,0,0,0.12300583911162088,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.6274509803921569,0,0,0.12863966946457434,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,0.4901960784313726,0,1,0.5376414159845682,S,Second,man,True,Southampton,no,False,1
850,0,3,male,0.0196078431372549,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
852,0,3,female,0.1176470588235294,1,1,0.2483870757520463,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,0.2549019607843137,0,1,0.6419112663573329,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,0.803921568627451,1,0,0.4235962671393567,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,0.2941176470588235,0,1,0.15233173452896095,S,Third,woman,False,Southampton,yes,False,1
857,1,1,male,0.9411764705882353,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
858,1,3,female,0.4117647058823529,0,3,0.31375938428653355,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,0.7450980392156863,2,0,0.22985473906469947,S,Third,man,True,Southampton,no,False,2
861,0,2,male,0.3529411764705882,1,0,0.18735988738856163,S,Second,man,True,Southampton,no,False,1
862,1,1,female,0.8823529411764706,0,0,0.42244278191960805,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,0.4117647058823529,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
865,1,2,female,0.7647058823529411,0,0,0.21179813356967836,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,0.47058823529411764,1,0,0.22578169803451334,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.5490196078431372,0,0,0.8226858610082896,S,First,man,True,Southampton,no,True,0
868,0,3,male,0.5235121107266435,0,0,0.15477555914707264,S,Third,man,True,Southampton,no,True,0
869,1,3,male,0.0196078431372549,1,1,0.18138555080548463,S,Third,child,False,Southampton,yes,False,2
871,1,1,female,0.8627450980392156,1,1,0.85622165163443,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.5882352941176471,0,0,0.08146082060372245,S,First,man,True,Southampton,no,True,0
873,0,3,male,0.8627450980392156,0,0,0.1466294770867004,S,Third,man,True,Southampton,no,True,0
874,1,2,female,0.4901960784313726,1,0,0.39101193889786773,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,0.23529411764705882,0,0,0.11771088577237893,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,0.3333333333333333,0,0,0.1604093895000261,S,Third,man,True,Southampton,no,True,0
880,1,2,female,0.4313725490196078,0,1,0.4235962671393567,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.5882352941176471,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
882,0,3,female,0.37254901960784315,0,0,0.17133980240863356,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,0.4901960784313726,0,0,0.17106772326781713,S,Second,man,True,Southampton,no,True,0
885,0,3,female,0.7058823529411764,0,5,0.47450928001668324,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,0.3137254901960784,0,0,0.48876492362233465,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,0.5235121107266435,1,2,0.38205124863145823,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,0.4509803921568627,0,0,0.48876492362233465,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.5686274509803921,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,no,True,0
